Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	-497.000	84.000	
0.033	-492.000	91.000	
0.067	-484.000	101.000	
0.100	-472.000	112.000	
0.133	-463.000	131.000	
0.167	-449.000	142.000	
0.200	-428.000	166.000	
0.233	-408.000	183.000	
0.267	-382.000	210.000	
0.300	-355.000	241.000	
0.333	-329.000	269.000	
0.367	-301.000	302.000	
0.400	-263.000	334.000	
0.433	-211.000	354.000	
0.467	-182.000	331.000	
0.500	-164.000	302.000	
0.533	-163.000	274.000	
0.567	-175.000	252.000	
0.600	-182.000	237.000	
0.633	-201.000	230.000	
0.667	-216.000	226.000	
0.700	-233.000	230.000	
0.733	-250.000	236.000	
0.767	-264.000	247.000	
0.800	-281.000	267.000	
0.833	-289.000	295.000	
0.867	-279.000	325.000	
0.900	-254.000	347.000	
0.933	-219.000	354.000	
0.967	-186.000	356.000	
1.000	-148.000	359.000	
