Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	-502.000	78.000	
0.034	-499.000	85.000	
0.067	-494.000	91.000	
0.100	-485.000	102.000	
0.134	-475.000	113.000	
0.167	-460.000	125.000	
0.200	-445.000	142.000	
0.234	-427.000	160.000	
0.267	-406.000	183.000	
0.300	-382.000	210.000	
0.334	-356.000	238.000	
0.367	-328.000	268.000	
0.400	-309.000	292.000	
0.434	-257.000	336.000	
0.467	-214.000	345.000	
0.500	-181.000	323.000	
0.534	-168.000	294.000	
0.567	-169.000	267.000	
0.600	-179.000	246.000	
0.634	-193.000	233.000	
0.667	-214.000	227.000	
0.700	-233.000	230.000	
0.734	-253.000	228.000	
0.767	-270.000	241.000	
0.800	-284.000	264.000	
0.834	-288.000	296.000	
0.867	-277.000	330.000	
0.900	-241.000	348.000	
0.934	-209.000	354.000	
0.967	-172.000	355.000	
1.000	-132.000	357.000	
