Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	-509.000	68.000	
0.033	-502.000	75.000	
0.066	-495.000	88.000	
0.100	-484.000	102.000	
0.133	-468.000	114.000	
0.166	-455.000	134.000	
0.200	-441.000	157.000	
0.233	-416.000	180.000	
0.266	-391.000	212.000	
0.300	-366.000	244.000	
0.333	-343.000	276.000	
0.366	-304.000	320.000	
0.400	-262.000	346.000	
0.433	-222.000	334.000	
0.466	-197.000	307.000	
0.500	-193.000	279.000	
0.533	-203.000	254.000	
0.566	-217.000	237.000	
0.600	-238.000	230.000	
0.633	-261.000	229.000	
0.666	-283.000	234.000	
0.700	-302.000	249.000	
0.733	-314.000	279.000	
0.766	-311.000	312.000	
0.800	-290.000	340.000	
0.833	-250.000	353.000	
0.866	-214.000	357.000	
0.900	-174.000	362.000	
0.933	-136.000	367.000	
0.966	-121.000	371.000	
