Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	168.010	134.750	
0.033	168.010	134.750	
0.067	171.010	134.728	
0.100	175.003	133.698	
0.133	179.995	132.660	
0.167	184.980	130.623	
0.200	189.965	128.586	
0.233	195.950	126.541	
0.267	201.935	124.497	
0.300	208.905	120.444	
0.333	214.875	116.400	
0.367	221.845	112.348	
0.400	228.800	106.296	
0.433	235.755	100.243	
0.467	242.710	94.191	
0.500	249.650	86.139	
0.533	256.590	78.087	
0.567	262.523	69.043	
0.600	268.440	57.998	
0.633	272.358	46.969	
0.667	276.268	34.939	
0.700	280.164	20.910	
0.733	282.067	7.895	
0.767	281.962	-6.104	
0.800	279.850	-21.088	
0.833	277.739	-36.073	
0.867	273.627	-51.043	
0.900	266.508	-66.990	
0.933	258.403	-80.930	
0.967	248.299	-94.855	
1.000	236.202	-107.765	
1.033	221.121	-118.653	
1.067	205.047	-128.533	
1.100	186.980	-137.399	
1.133	166.943	-142.249	
1.167	145.921	-145.092	
1.200	124.937	-142.936	
1.233	101.960	-139.764	
1.267	81.020	-131.608	
1.300	60.110	-119.451	
1.333	41.223	-104.310	
1.367	24.365	-85.184	
1.400	12.544	-61.095	
1.433	2.724	-37.021	
1.467	-0.067	-8.999	
1.500	0.142	18.999	
1.533	7.351	46.946	
1.567	20.544	72.849	
1.600	39.708	94.706	
1.633	61.849	113.542	
1.667	88.960	128.340	
1.700	118.019	136.123	
1.733	148.033	137.899	
1.767	177.995	132.675	
1.800	205.912	121.467	
1.833	230.792	105.281	
1.867	252.620	82.117	
1.900	267.425	56.006	
1.933	278.209	26.925	
1.967	281.977	-4.104	
2.000	277.739	-36.073	
2.033	266.515	-65.990	
2.067	249.306	-93.863	
2.100	224.136	-116.675	
2.133	194.010	-133.451	
2.167	159.936	-143.197	
2.200	122.937	-142.921	
2.233	87.005	-133.652	
2.267	52.140	-115.392	
2.300	25.365	-85.191	
2.333	6.649	-47.050	
2.367	-0.037	-4.999	
2.400	5.276	36.962	
2.433	23.567	75.826	
2.467	53.804	107.601	
2.500	91.968	129.317	
2.533	133.034	138.011	
2.567	175.003	133.698	
2.600	212.890	118.415	
2.633	244.695	92.177	
2.667	267.448	59.006	
2.700	280.149	18.910	
2.733	279.835	-23.088	
2.767	268.545	-62.005	
2.800	245.284	-96.833	
2.833	212.076	-124.586	
2.867	169.950	-141.272	
2.900	123.937	-142.928	
2.933	76.035	-129.571	
2.967	36.268	-98.273	
3.000	8.597	-54.065	
3.033	-0.999	0.007	
3.067	10.403	53.924	
3.100	41.723	96.691	
3.133	86.945	126.355	
3.167	138.033	137.974	
3.200	187.972	129.601	
3.233	230.792	105.281	
3.267	261.515	68.050	
3.300	278.186	23.925	
3.333	279.813	-26.088	
3.367	263.478	-70.968	
3.400	233.188	-109.743	
3.433	187.987	-136.406	
3.467	134.929	-144.010	
3.500	79.028	-130.593	
3.533	31.298	-94.236	
3.567	3.716	-38.028	
3.600	2.201	26.984	
3.633	29.626	83.781	
3.667	77.923	123.422	
3.700	137.033	137.981	
3.733	193.950	126.556	
3.767	239.725	96.214	
3.800	270.388	50.984	
3.833	280.985	-3.096	
3.867	271.589	-56.028	
3.900	241.247	-101.803	
3.933	193.002	-134.444	
3.967	131.929	-143.988	
4.000	71.065	-125.533	
4.033	22.402	-80.169	
4.067	-0.111	-14.999	
4.100	10.388	51.924	
4.133	48.775	103.639	
4.167	103.990	132.228	
4.200	161.018	135.802	
4.233	212.890	118.415	
4.267	250.627	83.132	
4.300	273.380	49.961	
4.333	280.940	-9.096	
4.367	270.582	-57.020	
4.400	245.284	-96.833	
4.433	207.054	-127.548	
4.467	170.943	-142.279	
4.500	123.937	-142.928	
4.533	68.058	-126.511	
4.567	28.283	-96.213	
4.600	3.672	-44.028	
4.633	-0.970	4.007	
4.667	14.462	61.894	
4.700	43.738	98.676	
4.733	81.938	125.392	
4.767	114.019	136.153	
4.800	159.018	135.817	
4.833	203.927	123.482	
4.867	227.807	107.303	
4.900	258.553	73.073	
4.933	274.343	44.954	
4.967	281.037	3.903	
5.000	277.768	-32.073	
5.033	268.590	-56.005	
5.067	253.351	-87.893	
5.100	225.136	-116.683	
5.133	196.009	-133.466	
5.167	153.936	-143.152	
5.200	128.929	-143.966	
5.233	100.967	-138.757	
5.267	60.118	-118.451	
5.300	44.185	-109.332	
5.333	20.417	-78.154	
5.367	7.567	-58.058	
5.400	-0.141	-18.999	
5.433	-0.962	5.007	
5.467	5.224	29.962	
5.500	16.432	57.879	
5.533	27.626	83.796	
