Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	274.321	41.954	
0.033	274.321	41.954	
0.066	274.321	41.954	
0.100	275.298	38.947	
0.133	276.276	35.939	
0.166	276.261	33.939	
0.200	278.231	29.925	
0.233	278.201	25.925	
0.266	280.171	21.910	
0.300	280.127	15.910	
0.333	281.082	9.903	
0.366	282.037	3.895	
0.400	281.977	-4.104	
0.433	281.932	-10.104	
0.466	280.873	-18.096	
0.500	279.813	-26.088	
0.533	277.739	-36.073	
0.566	275.679	-44.058	
0.600	271.604	-54.028	
0.633	268.537	-63.005	
0.666	263.463	-72.968	
0.700	257.388	-82.923	
0.733	249.314	-92.863	
0.766	241.247	-101.803	
0.800	231.180	-110.728	
0.833	220.113	-119.645	
0.866	208.054	-127.556	
0.900	194.010	-133.451	
0.933	179.965	-139.346	
0.966	164.936	-143.234	
1.000	146.921	-145.100	
1.033	129.922	-144.973	
1.066	111.937	-142.839	
1.100	93.982	-136.705	
1.133	77.035	-129.578	
1.166	59.110	-119.444	
1.200	43.208	-106.325	
1.233	28.328	-90.213	
1.266	16.462	-72.124	
1.300	6.619	-51.050	
1.333	0.791	-28.006	
1.366	-1.029	-3.992	
1.400	1.157	20.992	
1.433	7.336	44.947	
1.466	19.514	68.856	
1.500	33.671	89.751	
1.533	53.804	107.601	
1.566	75.916	122.437	
1.600	101.990	132.243	
1.633	128.026	137.048	
1.666	156.026	136.839	
1.700	182.987	131.638	
1.733	208.905	120.444	
1.766	232.777	103.266	
1.800	251.627	83.125	
1.833	267.448	59.006	
1.866	276.246	31.939	
1.900	281.022	1.903	
1.933	279.806	-27.088	
1.966	270.589	-56.020	
2.000	256.381	-83.915	
2.033	235.202	-107.758	
2.066	209.061	-126.563	
2.100	177.965	-139.331	
2.133	143.929	-144.078	
2.166	108.952	-140.816	
2.200	74.043	-128.556	
2.233	44.208	-106.332	
2.266	19.432	-76.147	
2.300	4.701	-40.036	
2.333	0.007	1.000	
2.366	5.306	40.962	
2.400	25.581	77.811	
2.433	53.804	107.601	
2.466	88.953	127.340	
2.500	129.026	137.041	
2.533	170.010	134.735	
2.566	206.912	121.459	
2.600	238.740	98.221	
2.633	262.508	67.043	
2.666	277.231	29.932	
2.700	280.940	-9.096	
2.733	274.642	-49.050	
2.766	255.373	-84.908	
2.800	226.143	-115.690	
2.833	187.987	-136.406	
2.866	144.929	-144.085	
2.900	97.967	-138.734	
2.933	54.133	-116.407	
2.966	20.417	-78.154	
3.000	1.776	-30.014	
3.033	1.172	22.992	
3.066	21.544	72.841	
3.100	57.827	110.572	
3.133	104.997	133.220	
3.166	156.026	136.839	
3.200	202.927	123.489	
3.233	241.710	94.199	
3.266	268.425	55.998	
3.300	281.074	8.903	
3.333	276.724	-38.066	
3.366	257.388	-82.923	
3.400	222.128	-117.660	
3.433	174.958	-140.309	
3.466	119.937	-142.899	
3.500	67.073	-124.503	
3.533	23.380	-83.176	
3.566	0.813	-25.006	
3.600	6.291	38.954	
3.633	37.693	92.721	
3.666	88.960	128.340	
3.700	148.033	137.899	
3.733	202.920	122.489	
3.766	246.672	89.162	
3.800	273.328	42.961	
3.833	280.925	-11.096	
3.866	267.530	-63.998	
3.900	234.195	-108.750	
3.933	182.980	-137.369	
3.966	122.937	-142.921	
4.000	62.103	-120.466	
4.033	16.470	-71.124	
4.066	-1.022	-2.992	
