Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	-514.000	75.000	
0.034	-514.000	75.000	
0.067	-513.000	79.000	
0.100	-509.000	85.000	
0.134	-501.000	94.000	
0.167	-491.000	104.000	
0.200	-479.000	118.000	
0.234	-465.000	133.000	
0.267	-446.000	150.000	
0.300	-430.000	173.000	
0.334	-408.000	191.000	
0.367	-380.000	222.000	
0.400	-355.000	250.000	
0.434	-325.000	286.000	
0.467	-294.000	309.000	
0.500	-249.000	343.000	
0.534	-207.000	340.000	
0.567	-182.000	315.000	
0.600	-171.000	284.000	
0.634	-177.000	259.000	
0.667	-191.000	240.000	
0.700	-206.000	231.000	
0.734	-227.000	226.000	
0.767	-246.000	227.000	
0.800	-263.000	235.000	
0.834	-284.000	250.000	
0.867	-296.000	277.000	
0.900	-293.000	309.000	
0.934	-351.000	340.000	
0.967	-351.000	341.000	
1.000	-351.000	341.000	
