Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	-504.000	86.000	
0.033	-500.000	91.000	
0.066	-494.000	99.000	
0.100	-484.000	109.000	
0.133	-473.000	119.000	
0.166	-462.000	133.000	
0.200	-445.000	152.000	
0.233	-427.000	173.000	
0.266	-408.000	183.000	
0.300	-382.000	215.000	
0.333	-353.000	242.000	
0.366	-325.000	270.000	
0.400	-296.000	308.000	
0.433	-258.000	334.000	
0.466	-208.000	347.000	
0.500	-178.000	331.000	
0.533	-161.000	302.000	
0.566	-159.000	276.000	
0.600	-163.000	259.000	
0.633	-177.000	239.000	
0.666	-189.000	230.000	
0.700	-206.000	229.000	
0.733	-222.000	230.000	
0.766	-238.000	235.000	
0.800	-254.000	246.000	
0.833	-270.000	265.000	
0.866	-283.000	289.000	
0.900	-276.000	318.000	
0.933	-252.000	343.000	
0.966	-221.000	354.000	
1.000	-191.000	354.000	
