Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	110.004	134.183	
0.033	112.004	134.168	
0.066	113.012	135.160	
0.100	114.012	135.153	
0.133	116.019	136.138	
0.166	120.019	136.108	
0.200	122.019	136.093	
0.233	126.026	137.063	
0.266	128.026	137.048	
0.300	132.034	138.019	
0.333	136.034	137.989	
0.366	140.033	137.959	
0.400	146.033	137.914	
0.433	150.033	137.884	
0.466	156.026	136.839	
0.500	161.025	136.802	
0.533	166.018	135.765	
0.566	172.003	133.720	
0.600	179.995	132.660	
0.633	185.980	130.616	
0.666	191.957	127.571	
0.700	199.942	125.511	
0.733	205.912	121.467	
0.766	213.882	117.407	
0.800	219.852	113.363	
0.833	227.815	108.303	
0.866	234.770	102.251	
0.900	241.717	95.199	
0.933	247.657	87.154	
0.966	253.605	80.110	
1.000	259.538	71.065	
1.033	265.478	63.021	
1.066	270.403	52.984	
1.100	274.321	41.954	
1.133	277.239	30.932	
1.166	280.149	18.910	
1.200	281.059	6.903	
1.233	281.970	-5.104	
1.266	280.873	-18.096	
1.300	278.776	-31.081	
1.333	275.679	-44.058	
1.366	271.582	-57.028	
1.400	265.485	-69.983	
1.433	258.396	-81.930	
1.466	250.314	-92.870	
1.500	240.225	-104.795	
1.533	228.150	-114.705	
1.566	215.091	-122.608	
1.600	201.032	-130.503	
1.633	185.987	-136.391	
1.666	169.943	-142.272	
1.700	153.929	-144.152	
1.733	135.922	-145.018	
1.766	117.937	-142.884	
1.800	99.967	-138.749	
1.833	82.013	-132.615	
1.866	66.073	-124.496	
1.900	50.155	-113.377	
1.933	36.268	-98.273	
1.966	23.387	-82.176	
2.000	13.515	-65.102	
2.033	5.657	-46.043	
2.066	0.813	-25.006	
2.100	-1.022	-2.992	
2.133	1.142	18.992	
2.166	6.298	39.954	
2.200	15.455	60.886	
2.233	26.604	80.804	
2.266	41.730	97.691	
2.300	59.842	112.557	
2.333	79.923	123.407	
2.366	101.990	132.243	
2.400	126.019	136.063	
2.433	149.033	137.892	
2.466	172.003	133.720	
2.500	194.950	126.549	
2.533	215.867	115.392	
2.566	235.762	101.243	
2.600	251.627	83.125	
2.633	265.478	63.021	
2.666	275.313	40.947	
2.700	281.127	15.903	
2.733	280.947	-8.096	
2.766	278.753	-34.081	
2.800	270.575	-58.020	
2.833	258.411	-79.930	
2.866	242.254	-100.810	
2.900	222.121	-118.660	
2.933	199.017	-132.488	
2.966	171.950	-141.287	
3.000	143.929	-144.078	
3.033	114.937	-142.861	
3.066	87.998	-134.660	
3.100	60.103	-120.451	
3.133	36.253	-100.273	
3.166	18.447	-74.139	
3.200	5.657	-46.043	
3.233	-1.104	-13.992	
3.266	1.142	18.992	
3.300	9.373	49.931	
3.333	25.589	78.811	
3.366	47.775	103.646	
3.400	75.916	122.437	
3.433	106.005	134.213	
3.466	139.033	137.966	
3.500	171.018	135.728	
3.533	200.935	124.504	
3.566	227.807	107.303	
3.600	250.642	85.132	
3.633	267.440	58.006	
3.666	277.216	27.932	
3.700	281.977	-4.104	
3.733	278.739	-36.081	
3.766	266.508	-66.990	
3.800	248.307	-93.855	
3.833	224.128	-117.675	
3.866	194.002	-134.451	
3.900	159.936	-143.197	
3.933	122.929	-143.921	
3.966	87.990	-135.660	
4.000	54.133	-116.407	
4.033	27.343	-88.206	
4.066	7.612	-52.058	
4.100	-1.089	-11.992	
4.133	2.209	27.984	
4.166	17.492	65.871	
4.200	43.738	98.676	
4.233	75.916	122.437	
4.266	114.012	135.153	
4.300	154.026	136.854	
4.333	191.965	128.571	
4.366	224.830	110.325	
4.400	252.620	82.117	
4.433	271.381	49.976	
4.466	281.112	13.903	
4.500	280.828	-24.096	
4.533	270.552	-61.020	
4.566	249.306	-93.863	
4.600	219.106	-120.638	
4.633	182.973	-138.369	
4.666	141.929	-144.063	
4.700	98.960	-139.742	
4.733	58.110	-119.436	
4.766	26.357	-86.199	
4.800	4.672	-44.036	
4.833	-0.962	5.007	
4.866	9.388	51.931	
4.900	35.686	91.736	
4.933	73.901	120.452	
4.966	118.019	136.123	
5.000	163.018	135.787	
5.033	204.912	121.474	
5.066	239.725	96.214	
5.100	265.470	62.021	
5.133	280.164	20.910	
5.166	280.850	-21.096	
5.200	268.537	-63.005	
5.233	244.262	-99.825	
5.266	208.061	-126.556	
5.300	164.943	-142.234	
5.333	116.930	-143.876	
5.366	70.058	-126.526	
5.400	31.305	-93.236	
5.433	6.642	-48.050	
5.466	-0.970	4.007	
5.500	11.403	53.916	
5.533	38.700	93.714	
5.566	77.916	122.422	
5.600	121.019	136.101	
5.633	165.018	135.772	
5.666	204.912	121.474	
5.700	237.740	98.229	
5.733	262.508	67.043	
5.766	277.246	31.932	
5.800	281.947	-8.104	
5.833	275.679	-44.058	
5.866	260.418	-78.945	
5.900	236.202	-107.765	
5.933	204.039	-129.526	
5.966	167.943	-142.257	
6.000	128.929	-143.966	
6.033	90.990	-135.682	
6.066	58.118	-118.437	
6.100	29.328	-90.221	
6.133	10.574	-57.080	
6.166	-0.141	-18.999	
6.200	1.142	18.992	
6.233	11.403	53.916	
6.266	30.641	85.774	
6.300	57.827	110.572	
