Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	-493.000	98.000	
0.033	-487.000	104.000	
0.067	-478.000	114.000	
0.100	-465.000	126.000	
0.133	-451.000	139.000	
0.167	-438.000	160.000	
0.200	-417.000	177.000	
0.233	-399.000	190.000	
0.267	-373.000	214.000	
0.300	-347.000	240.000	
0.333	-318.000	266.000	
0.367	-294.000	292.000	
0.400	-248.000	330.000	
0.433	-208.000	345.000	
0.467	-171.000	332.000	
0.500	-151.000	304.000	
0.533	-148.000	277.000	
0.567	-153.000	254.000	
0.600	-165.000	238.000	
0.633	-180.000	230.000	
0.667	-199.000	225.000	
0.700	-217.000	227.000	
0.733	-233.000	234.000	
0.767	-251.000	247.000	
0.800	-266.000	265.000	
0.833	-270.000	294.000	
0.867	-259.000	327.000	
0.900	-230.000	347.000	
0.933	-197.000	353.000	
0.967	-162.000	352.000	
1.000	-124.000	351.000	
