Time(ms)	원점 X(cm)	원점 Y(cm)	좌표 X(cm)	좌표 Y(cm)	각(rad)	각속도(rad/s)	
0.000000	139.026000	2.963000	197.980000	130.526000	0.000000	0.000000	
0.034000	139.026000	2.963000	199.972000	129.511000	0.015906	467.821818	
0.067000	139.026000	2.963000	201.965000	128.496000	0.015924	482.535284	
0.100000	139.026000	2.963000	201.965000	128.496000	0.000000	0.000000	
0.134000	139.026000	2.963000	203.957000	127.482000	0.015917	468.154500	
0.167000	139.026000	2.963000	205.949000	126.467000	0.015916	482.293148	
0.200000	139.026000	2.963000	209.934000	124.437000	0.031791	963.363672	
0.234000	139.026000	2.963000	212.912000	121.415000	0.029339	862.917651	
0.267000	139.026000	2.963000	215.904000	120.392000	0.021946	665.037433	
0.300000	139.026000	2.963000	219.882000	117.362000	0.035612	1079.163805	
0.334000	139.026000	2.963000	223.867000	115.333000	0.031435	924.550074	
0.367000	139.026000	2.963000	227.837000	111.303000	0.039961	1210.951811	
0.400000	139.026000	2.963000	231.822000	109.273000	0.030965	938.318485	
0.434000	139.026000	2.963000	235.792000	105.243000	0.040074	1178.658786	
0.467000	139.026000	2.963000	239.762000	101.214000	0.040183	1217.656365	
0.500000	139.026000	2.963000	244.725000	96.176000	0.050202	1521.261275	
0.534000	139.026000	2.963000	249.687000	91.139000	0.049915	1468.088039	
0.567000	139.026000	2.963000	253.642000	85.110000	0.050938	1543.568537	
0.600000	139.026000	2.963000	257.605000	80.080000	0.045240	1370.909357	
0.634000	139.026000	2.963000	261.552000	73.050000	0.057026	1677.244416	
0.667000	139.026000	2.963000	265.500000	66.021000	0.057075	1729.549815	
0.700000	139.026000	2.963000	269.448000	58.991000	0.056763	1720.080280	
0.734000	139.026000	2.963000	272.388000	50.969000	0.060225	1771.328430	
0.767000	139.026000	2.963000	276.328000	42.939000	0.062206	1885.015490	
0.800000	139.026000	2.963000	278.261000	33.924000	0.064516	1955.040268	
0.834000	139.026000	2.963000	280.201000	25.910000	0.057671	1696.215327	
0.867000	139.026000	2.963000	282.126000	15.895000	0.071008	2151.763216	
0.900000	139.026000	2.963000	283.052000	5.888000	0.069820	2115.742873	
0.934000	139.026000	2.963000	282.970000	-5.111000	0.076339	2245.252497	
0.967000	139.026000	2.963000	281.888000	-16.104000	0.076648	2322.661373	
1.000000	139.026000	2.963000	279.813000	-26.088000	0.070811	2145.779704	
1.034000	139.026000	2.963000	277.731000	-37.073000	0.077513	2279.783147	
1.067000	139.026000	2.963000	273.642000	-49.043000	0.087662	2656.412759	
1.100000	139.026000	2.963000	268.560000	-60.005000	0.083810	2539.698883	
1.134000	139.026000	2.963000	262.478000	-70.960000	0.087061	2560.615495	
1.167000	139.026000	2.963000	256.396000	-81.915000	0.086569	2623.294364	
1.200000	139.026000	2.963000	247.321000	-91.848000	0.093001	2818.224629	
1.234000	139.026000	2.963000	238.247000	-101.780000	0.093358	2745.838036	
1.267000	139.026000	2.963000	227.180000	-110.698000	0.098655	2989.534583	
1.300000	139.026000	2.963000	216.121000	-118.616000	0.094550	2865.152671	
1.334000	139.026000	2.963000	203.062000	-126.518000	0.105841	3112.979709	
1.367000	139.026000	2.963000	190.017000	-132.421000	0.099078	3002.359709	
1.400000	139.026000	2.963000	174.980000	-137.309000	0.109293	3311.908665	
1.434000	139.026000	2.963000	160.951000	-141.205000	0.099991	2940.924732	
1.467000	139.026000	2.963000	144.936000	-143.085000	0.110479	3347.848529	
1.500000	139.026000	2.963000	127.937000	-142.958000	0.116291	3523.984096	
1.534000	139.026000	2.963000	111.960000	-139.839000	0.111466	3278.407989	
1.567000	139.026000	2.963000	94.990000	-135.712000	0.120164	3641.335296	
1.600000	139.026000	2.963000	79.043000	-128.593000	0.120314	3645.874288	
1.634000	139.026000	2.963000	64.110000	-119.481000	0.121288	3567.292115	
1.667000	139.026000	2.963000	49.193000	-108.370000	0.129846	3934.736855	
1.700000	139.026000	2.963000	35.290000	-95.266000	0.133733	4052.517581	
1.734000	139.026000	2.963000	23.395000	-81.176000	0.129094	3796.889319	
1.767000	139.026000	2.963000	13.522000	-64.102000	0.138283	4190.395650	
1.800000	139.026000	2.963000	5.664000	-45.043000	0.145234	4401.018796	
1.834000	139.026000	2.963000	0.806000	-26.006000	0.138931	4086.208715	
1.867000	139.026000	2.963000	-3.044000	-5.977000	0.143752	4356.119482	
1.900000	139.026000	2.963000	-1.888000	15.015000	0.148164	4489.805330	
1.934000	139.026000	2.963000	1.261000	34.992000	0.143112	4209.187879	
1.967000	139.026000	2.963000	8.410000	54.939000	0.150288	4554.192664	
2.000000	139.026000	2.963000	18.544000	72.864000	0.146996	4454.438902	
