Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	97.012	135.280	
0.034	99.012	135.265	
0.067	100.012	135.257	
0.100	102.027	137.242	
0.134	103.027	137.235	
0.167	106.027	137.213	
0.200	109.027	137.190	
0.234	111.042	139.175	
0.267	115.042	139.145	
0.300	119.041	139.116	
0.334	123.056	141.086	
0.367	127.056	141.056	
0.400	132.056	141.018	
0.434	137.056	140.981	
0.467	143.063	141.936	
0.500	149.063	141.892	
0.534	155.055	140.847	
0.567	161.055	140.802	
0.600	168.040	138.750	
0.634	175.025	136.698	
0.667	183.010	134.638	
0.700	189.995	132.586	
0.734	196.972	129.534	
0.767	204.950	126.474	
0.800	212.919	122.415	
0.834	220.874	116.355	
0.867	226.837	111.310	
0.900	234.785	104.251	
0.934	242.740	98.191	
0.967	248.680	90.147	
1.000	255.620	82.095	
1.034	261.545	72.050	
1.067	266.478	63.013	
1.100	271.395	51.976	
1.134	275.321	41.947	
1.167	278.231	29.925	
1.200	280.134	16.910	
1.234	281.037	3.903	
1.267	280.947	-8.096	
1.300	279.843	-22.088	
1.334	275.739	-36.058	
1.367	271.649	-48.028	
1.400	266.545	-61.990	
1.434	259.455	-73.938	
1.467	251.359	-86.878	
1.500	241.277	-97.803	
1.534	229.195	-108.713	
1.567	216.128	-117.616	
1.600	202.069	-125.511	
1.634	186.010	-133.391	
1.667	169.980	-137.272	
1.700	152.958	-140.145	
1.734	134.951	-141.010	
1.767	116.967	-138.876	
1.800	97.997	-134.735	
1.834	82.042	-128.615	
1.867	64.118	-118.481	
1.900	48.200	-107.362	
1.934	34.305	-93.258	
1.967	21.425	-77.162	
2.000	11.567	-58.087	
2.034	3.716	-38.028	
2.067	-0.126	-16.999	
2.100	-0.962	5.007	
2.134	0.201	26.999	
2.167	6.365	48.954	
2.200	16.514	68.879	
2.234	28.656	87.789	
2.267	43.782	104.676	
2.300	62.886	118.534	
2.334	83.975	130.377	
2.367	106.027	137.213	
2.400	129.056	141.041	
2.434	152.055	140.869	
2.467	176.032	137.690	
2.500	197.965	128.526	
2.534	218.889	118.370	
2.567	236.777	103.236	
2.600	252.650	86.117	
2.634	264.493	65.028	
2.667	274.321	41.954	
2.700	280.149	18.910	
2.734	280.970	-5.096	
2.767	277.783	-30.073	
2.800	269.604	-54.013	
2.834	258.441	-75.930	
2.867	242.292	-95.810	
2.900	223.158	-113.668	
2.934	200.054	-127.496	
2.967	174.988	-136.309	
3.000	146.959	-140.100	
3.034	118.967	-138.891	
3.067	92.012	-132.690	
3.100	65.110	-119.489	
3.134	41.245	-101.310	
3.167	22.417	-78.169	
3.200	7.634	-49.058	
3.234	-0.134	-17.999	
3.267	-0.895	14.007	
3.300	6.336	44.954	
3.334	19.552	73.856	
3.367	39.745	99.706	
3.400	64.901	120.519	
3.434	94.005	134.302	
3.467	126.056	141.063	
3.500	158.048	139.824	
3.534	189.002	133.593	
3.567	216.897	119.385	
3.600	241.747	99.199	
3.634	260.567	75.058	
3.667	273.351	45.961	
3.700	280.119	14.910	
3.734	279.880	-17.089	
3.767	272.649	-48.035	
3.800	257.433	-76.923	
3.834	236.247	-101.765	
3.867	210.099	-121.571	
3.900	178.995	-135.339	
3.934	142.951	-141.070	
3.967	106.982	-136.802	
4.000	73.080	-123.548	
4.034	42.245	-101.318	
4.067	18.470	-71.139	
4.100	2.746	-34.021	
4.134	-0.955	6.007	
4.167	6.343	45.954	
4.200	24.611	81.819	
4.234	52.834	111.609	
4.267	86.983	131.355	
4.300	125.056	141.071	
4.334	165.048	139.772	
4.367	200.965	128.504	
4.400	231.807	107.273	
4.434	256.597	79.087	
4.467	273.351	45.961	
4.500	281.074	8.903	
4.534	278.798	-28.081	
4.567	265.537	-62.983	
4.600	244.299	-94.825	
4.634	213.113	-119.593	
4.667	175.995	-135.317	
4.700	134.951	-141.010	
4.734	92.012	-132.690	
4.767	54.163	-112.407	
4.800	23.410	-79.176	
4.834	3.731	-36.028	
4.867	-0.917	11.007	
4.900	9.433	57.931	
4.934	36.723	96.729	
4.967	73.931	124.452	
5.000	117.042	139.130	
5.034	162.048	139.795	
5.067	202.950	126.489	
5.100	237.769	102.228	
5.134	264.515	68.028	
5.167	277.224	28.932	
5.200	279.903	-14.089	
5.234	269.597	-55.013	
5.267	247.329	-90.848	
5.300	213.113	-119.593	
5.334	170.988	-136.279	
5.367	123.959	-139.928	
5.400	78.058	-126.586	
5.434	37.275	-97.280	
5.467	9.597	-54.073	
5.500	-1.037	-4.992	
5.534	6.328	43.954	
5.567	28.648	86.789	
5.600	62.894	119.534	
5.634	104.027	137.228	
5.667	149.063	141.892	
5.700	189.002	133.593	
5.734	223.859	114.333	
5.767	251.657	87.124	
5.800	270.403	52.984	
5.834	279.134	16.917	
5.867	278.858	-20.081	
5.900	269.597	-55.013	
5.934	251.366	-85.878	
5.967	226.180	-110.690	
6.000	195.039	-129.459	
6.034	158.966	-139.190	
6.067	122.959	-139.921	
6.100	87.027	-130.653	
6.134	54.163	-112.407	
6.167	28.357	-86.214	
6.200	9.597	-54.073	
6.234	-0.141	-18.999	
6.267	0.127	17.000	
6.300	7.373	49.946	
6.334	23.596	79.826	
6.367	45.790	105.661	
