Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	197.980	130.526	
0.034	199.972	129.511	
0.067	201.965	128.496	
0.100	201.965	128.496	
0.134	203.957	127.482	
0.167	205.949	126.467	
0.200	209.934	124.437	
0.234	212.912	121.415	
0.267	215.904	120.392	
0.300	219.882	117.362	
0.334	223.867	115.333	
0.367	227.837	111.303	
0.400	231.822	109.273	
0.434	235.792	105.243	
0.467	239.762	101.214	
0.500	244.725	96.176	
0.534	249.687	91.139	
0.567	253.642	85.110	
0.600	257.605	80.080	
0.634	261.552	73.050	
0.667	265.500	66.021	
0.700	269.448	58.991	
0.734	272.388	50.969	
0.767	276.328	42.939	
0.800	278.261	33.924	
0.834	280.201	25.910	
0.867	282.126	15.895	
0.900	283.052	5.888	
0.934	282.970	-5.111	
0.967	281.888	-16.104	
1.000	279.813	-26.088	
1.034	277.731	-37.073	
1.067	273.642	-49.043	
1.100	268.560	-60.005	
1.134	262.478	-70.960	
1.167	256.396	-81.915	
1.200	247.321	-91.848	
1.234	238.247	-101.780	
1.267	227.180	-110.698	
1.300	216.121	-118.616	
1.334	203.062	-126.518	
1.367	190.017	-132.421	
1.400	174.980	-137.309	
1.434	160.951	-141.205	
1.467	144.936	-143.085	
1.500	127.937	-142.958	
1.534	111.960	-139.839	
1.567	94.990	-135.712	
1.600	79.043	-128.593	
1.634	64.110	-119.481	
1.667	49.193	-108.370	
1.700	35.290	-95.266	
1.734	23.395	-81.176	
1.767	13.522	-64.102	
1.800	5.664	-45.043	
1.834	0.806	-26.006	
1.867	-3.044	-5.977	
1.900	-1.888	15.015	
1.934	1.261	34.992	
1.967	8.410	54.939	
2.000	18.544	72.864	
2.034	30.678	90.774	
2.067	45.797	106.661	
2.100	63.894	119.527	
2.134	83.975	130.377	
2.167	104.034	138.227	
2.200	126.071	143.063	
2.234	149.070	142.892	
2.267	171.040	138.727	
2.300	192.995	132.563	
2.334	211.912	121.422	
2.367	230.822	109.281	
2.400	247.702	93.154	
2.434	261.560	74.050	
2.467	272.410	53.969	
2.500	278.246	31.924	
2.534	283.082	9.888	
2.567	281.903	-14.104	
2.600	277.731	-37.073	
2.634	268.560	-60.005	
2.667	256.396	-81.915	
2.700	240.255	-100.795	
2.734	220.136	-116.646	
2.767	197.039	-129.474	
2.800	172.973	-138.294	
2.834	145.944	-142.093	
2.867	118.952	-140.891	
2.900	92.005	-133.690	
2.934	66.095	-121.496	
2.967	44.230	-103.332	
3.000	24.395	-81.184	
3.034	9.597	-54.073	
3.067	-0.194	-25.999	
3.100	-2.970	4.022	
3.134	1.261	34.992	
3.167	12.477	63.909	
3.200	29.671	89.781	
3.234	52.842	112.609	
3.267	78.968	129.414	
3.300	109.049	140.190	
3.334	140.071	142.959	
3.367	171.047	139.727	
3.400	198.972	129.519	
3.434	225.852	113.318	
3.467	247.702	93.154	
3.500	265.515	68.020	
3.534	277.306	39.932	
3.567	283.082	9.888	
3.600	280.843	-22.096	
3.634	272.627	-51.035	
3.667	257.411	-79.923	
3.700	236.232	-103.765	
3.734	209.084	-123.563	
3.767	178.988	-136.339	
3.800	144.944	-142.085	
3.834	109.967	-138.824	
3.867	76.058	-126.571	
3.900	46.208	-106.347	
3.934	21.425	-77.162	
3.967	4.686	-42.036	
4.000	-2.029	-3.984	
4.034	1.261	34.992	
4.067	16.529	70.879	
4.100	40.760	101.699	
4.134	72.938	125.459	
4.167	109.042	139.190	
4.200	147.071	142.906	
4.234	183.017	135.638	
4.267	216.904	120.385	
4.300	243.725	96.184	
4.334	265.500	66.021	
4.367	279.246	31.917	
4.400	282.992	-2.111	
4.434	276.716	-39.066	
4.467	261.463	-72.953	
4.500	237.240	-102.773	
4.534	205.069	-125.533	
4.567	167.965	-139.257	
4.600	127.944	-141.958	
4.634	87.020	-131.653	
4.667	50.185	-109.377	
4.700	20.432	-76.154	
4.734	1.746	-34.013	
4.767	-1.917	11.015	
4.800	8.418	55.939	
4.834	33.708	94.751	
4.867	67.916	122.497	
4.900	111.049	140.175	
4.934	155.063	141.847	
4.967	194.980	130.549	
5.000	230.822	109.281	
5.034	259.590	78.065	
5.067	276.321	41.939	
5.100	283.022	1.888	
5.134	276.716	-39.066	
5.167	258.426	-77.930	
5.200	230.188	-109.720	
5.234	192.025	-131.436	
5.267	146.944	-142.100	
5.300	100.982	-136.757	
5.334	58.140	-115.437	
5.367	24.395	-81.184	
5.400	2.731	-36.021	
5.434	-1.917	11.015	
