Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	163.055	140.787	
0.033	167.040	138.757	
0.067	171.040	138.727	
0.100	176.025	136.690	
0.133	181.025	136.653	
0.167	187.010	134.608	
0.200	192.995	132.563	
0.233	198.972	129.519	
0.267	204.950	126.474	
0.300	210.920	122.429	
0.333	216.889	118.385	
0.367	222.859	114.340	
0.400	228.829	110.295	
0.433	234.785	104.251	
0.467	241.740	98.199	
0.500	247.695	92.154	
0.533	252.635	84.117	
0.567	258.575	76.073	
0.600	264.515	68.028	
0.633	268.455	59.998	
0.667	272.380	49.969	
0.700	276.306	39.939	
0.733	278.216	27.925	
0.767	280.141	17.910	
0.800	281.052	5.903	
0.833	280.962	-6.096	
0.867	279.865	-19.089	
0.900	277.776	-31.073	
0.933	273.679	-44.043	
0.967	269.590	-56.013	
1.000	263.500	-67.968	
1.033	255.411	-79.908	
1.067	246.321	-91.840	
1.100	236.247	-101.765	
1.133	225.173	-111.683	
1.167	212.106	-120.586	
1.200	199.054	-127.488	
1.233	184.010	-133.376	
1.267	167.980	-137.257	
1.300	150.951	-141.130	
1.333	133.951	-141.003	
1.367	115.967	-138.869	
1.400	97.997	-134.735	
1.433	82.042	-128.615	
1.467	64.110	-119.481	
1.500	49.200	-107.370	
1.533	35.298	-94.266	
1.567	22.417	-78.169	
1.600	12.552	-60.095	
1.633	4.694	-41.036	
1.667	-0.149	-19.999	
1.700	-1.992	1.015	
1.733	0.172	22.999	
1.767	5.328	43.961	
1.800	13.477	63.901	
1.833	25.619	82.811	
1.867	39.753	100.706	
1.900	56.857	114.579	
1.933	75.946	126.437	
1.967	98.012	135.272	
2.000	120.056	141.108	
2.033	143.063	141.936	
2.067	166.040	138.765	
2.100	187.995	132.601	
2.133	208.927	123.444	
2.167	228.829	110.295	
2.200	244.710	94.176	
2.233	259.567	75.065	
2.267	270.410	53.984	
2.300	277.246	31.932	
2.333	281.067	7.903	
2.367	279.888	-16.089	
2.400	275.701	-41.058	
2.433	265.537	-62.983	
2.467	252.374	-84.885	
2.500	235.232	-103.758	
2.533	214.113	-119.601	
2.567	191.025	-131.429	
2.600	164.973	-138.234	
2.633	136.951	-141.025	
2.667	107.982	-136.809	
2.700	82.042	-128.615	
2.733	56.155	-113.422	
2.767	34.305	-93.258	
2.800	16.492	-68.124	
2.833	4.709	-39.036	
2.867	-1.059	-7.992	
2.900	0.179	23.999	
2.933	9.403	53.931	
2.967	23.611	81.826	
3.000	45.790	105.661	
3.033	71.931	124.467	
3.067	101.020	136.250	
3.100	133.063	142.011	
3.133	164.048	139.780	
3.167	193.980	130.556	
3.200	221.874	116.348	
3.233	243.717	95.184	
3.267	262.530	70.043	
3.300	274.321	41.954	
3.333	281.089	10.903	
3.367	279.850	-21.088	
3.400	271.627	-51.028	
3.433	256.418	-78.915	
3.467	234.232	-103.750	
3.500	207.084	-123.548	
3.533	174.988	-136.309	
3.567	140.951	-141.055	
3.600	104.982	-136.787	
3.633	71.080	-123.533	
3.667	41.253	-100.310	
3.700	17.477	-70.132	
3.733	2.754	-33.021	
3.767	-0.955	6.007	
3.800	6.343	45.954	
3.833	23.604	80.826	
3.867	50.819	109.624	
3.900	83.975	130.377	
3.933	121.049	140.101	
3.967	161.048	139.802	
4.000	195.980	130.541	
4.033	227.837	111.303	
4.067	252.642	85.117	
4.100	270.403	52.984	
4.133	279.134	16.917	
4.167	279.865	-19.089	
4.200	269.597	-55.013	
4.233	250.359	-86.870	
4.267	223.158	-113.668	
4.300	188.025	-131.406	
4.333	147.959	-140.108	
4.367	105.982	-136.794	
4.400	67.103	-120.504	
4.433	33.320	-91.251	
4.467	9.612	-52.073	
4.500	-1.059	-7.992	
4.533	3.291	38.977	
4.567	23.604	80.826	
4.600	54.849	113.594	
4.633	96.012	135.287	
4.667	140.063	141.959	
4.700	183.017	135.638	
4.733	221.874	116.348	
4.767	251.657	87.124	
4.800	271.381	49.976	
4.833	281.089	10.903	
4.867	276.776	-31.066	
4.900	262.485	-69.960	
