Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	-512.000	65.000	
0.033	-508.000	72.000	
0.067	-502.000	82.000	
0.100	-492.000	93.000	
0.133	-480.000	106.000	
0.167	-471.000	120.000	
0.200	-447.000	146.000	
0.233	-428.000	174.000	
0.267	-410.000	186.000	
0.300	-378.000	231.000	
0.333	-355.000	262.000	
0.367	-323.000	313.000	
0.400	-283.000	334.000	
0.433	-241.000	350.000	
0.467	-214.000	330.000	
0.500	-190.000	297.000	
0.533	-191.000	270.000	
0.567	-203.000	255.000	
0.600	-214.000	247.000	
0.633	-235.000	229.000	
0.667	-254.000	226.000	
0.700	-273.000	230.000	
0.733	-291.000	237.000	
0.767	-307.000	258.000	
0.800	-316.000	288.000	
0.833	-312.000	322.000	
0.867	-287.000	346.000	
0.900	-247.000	357.000	
0.933	-214.000	358.000	
0.967	-174.000	366.000	
