Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	10.522	-64.080	
0.033	9.530	-63.072	
0.067	8.552	-60.065	
0.100	7.567	-58.058	
0.133	5.582	-56.043	
0.167	5.612	-52.043	
0.200	3.649	-47.028	
0.233	1.687	-42.013	
0.267	-0.268	-35.998	
0.300	-2.223	-29.984	
0.333	-3.179	-23.976	
0.367	-4.119	-15.969	
0.400	-6.052	-6.955	
0.433	-5.984	2.045	
0.467	-4.910	12.037	
0.500	-3.828	23.029	
0.533	-1.753	33.014	
0.567	1.336	44.991	
0.600	6.418	55.954	
0.633	11.507	67.916	
0.667	18.596	79.863	
0.700	26.678	90.803	
0.733	36.760	101.729	
0.767	48.834	111.639	
0.800	61.901	120.541	
0.833	75.961	128.437	
0.867	92.012	135.317	
0.900	109.042	139.190	
0.933	126.056	141.063	
0.967	145.056	140.921	
1.000	164.040	138.780	
1.033	183.010	134.638	
1.067	201.950	126.496	
1.100	217.867	115.377	
1.133	233.770	102.258	
1.167	248.650	86.147	
1.200	260.515	68.058	
1.233	269.358	46.991	
1.267	274.194	24.955	
1.300	277.022	1.933	
1.333	275.843	-22.059	
1.367	269.664	-46.013	
1.400	259.493	-68.938	
1.433	244.336	-89.825	
1.467	226.203	-107.691	
1.500	204.084	-123.526	
1.533	177.003	-134.324	
1.567	148.959	-140.115	
1.600	118.959	-139.891	
1.633	89.012	-132.667	
1.667	60.110	-119.451	
1.700	34.268	-98.258	
1.733	14.477	-70.109	
1.767	-0.276	-36.998	
1.800	-5.014	-1.962	
1.833	-1.738	35.014	
1.867	11.515	68.916	
1.900	34.738	98.744	
1.933	63.909	121.526	
1.967	98.027	137.272	
2.000	135.063	141.996	
2.033	171.033	137.728	
2.067	204.927	123.474	
2.100	233.762	101.258	
2.133	257.553	73.080	
2.167	272.298	38.969	
2.200	277.022	1.933	
2.233	271.746	-35.028	
2.267	257.478	-70.923	
2.300	233.255	-100.743	
2.333	200.069	-125.496	
2.367	160.973	-138.205	
2.400	116.959	-139.876	
2.433	75.058	-126.563	
2.467	36.260	-99.273	
2.500	8.552	-60.065	
2.533	-5.089	-11.962	
2.567	0.291	38.999	
2.600	22.634	84.833	
2.633	58.894	119.564	
2.667	106.042	139.213	
2.700	154.055	140.854	
2.733	198.950	126.519	
2.767	236.747	99.236	
2.800	263.463	61.036	
2.833	276.134	16.940	
2.867	272.791	-29.036	
2.900	256.463	-72.915	
2.933	224.188	-109.676	
2.967	180.010	-133.347	
3.000	127.952	-140.958	
3.033	76.050	-127.571	
3.067	29.313	-92.221	
3.100	0.709	-39.006	
3.133	-2.820	24.022	
3.167	19.604	80.856	
3.200	63.916	122.526	
3.233	120.049	140.108	
3.267	176.017	135.690	
3.300	224.822	109.325	
3.333	259.515	68.065	
3.367	276.142	17.940	
3.400	271.739	-36.028	
3.433	248.374	-84.855	
3.467	206.099	-121.541	
3.500	149.966	-139.122	
3.533	87.020	-131.653	
3.567	32.283	-96.243	
3.600	-0.283	-37.998	
3.633	-1.776	30.014	
3.667	25.663	88.811	
3.700	73.953	127.452	
