Time(s)	xÁÂÇ¥	yÁÂÇ¥	
2.667	91.960	128.317	
2.700	113.012	135.160	
2.734	134.026	137.004	
2.767	157.025	136.832	
2.800	176.995	132.683	
2.834	197.942	125.526	
2.867	216.867	115.385	
2.900	234.762	101.251	
2.934	249.642	85.139	
2.967	263.515	68.035	
3.000	272.358	46.969	
3.034	278.194	24.925	
3.067	282.022	1.895	
3.100	280.858	-20.096	
3.134	275.686	-43.058	
3.167	268.522	-65.005	
3.200	255.373	-84.908	
3.234	240.232	-103.795	
3.267	221.121	-118.653	
3.300	200.024	-131.496	
3.334	175.958	-140.316	
3.367	150.929	-144.130	
3.400	124.922	-144.936	
3.434	98.967	-138.742	
3.467	74.043	-128.556	
3.500	51.155	-113.384	
3.534	31.305	-93.236	
3.567	15.485	-69.117	
3.600	4.686	-42.036	
3.634	-0.104	-13.999	
3.667	0.119	16.000	
3.700	7.328	43.947	
3.734	20.529	70.849	
3.767	37.708	94.721	
3.800	61.849	113.542	
3.834	86.953	127.355	
3.867	115.019	136.145	
3.900	144.033	137.929	
3.934	174.003	133.705	
3.967	199.935	124.511	
4.000	224.830	110.325	
4.034	246.680	90.162	
4.067	263.515	68.035	
4.100	274.313	40.954	
4.134	281.104	12.903	
4.167	281.888	-16.104	
4.200	275.679	-44.058	
4.234	264.470	-71.975	
4.267	247.292	-95.848	
4.300	224.136	-116.675	
4.334	198.017	-132.481	
4.367	167.943	-142.257	
4.400	135.922	-145.018	
4.434	103.960	-139.779	
4.467	72.043	-128.541	
4.500	44.200	-107.332	
4.534	22.402	-80.169	
4.567	6.642	-48.050	
4.600	-0.097	-12.999	
4.634	2.172	22.984	
4.667	13.425	56.901	
4.700	33.656	87.751	
4.734	60.842	112.549	
4.767	90.960	128.325	
4.800	127.026	137.056	
4.834	161.025	136.802	
4.867	193.957	127.556	
4.900	223.830	110.333	
4.934	248.657	87.147	
4.967	267.448	59.006	
5.000	278.209	26.925	
5.034	281.955	-7.104	
5.067	276.709	-40.066	
5.100	264.470	-71.975	
5.134	243.262	-99.818	
5.167	216.091	-122.615	
5.200	182.980	-137.369	
5.234	146.929	-144.100	
5.267	108.945	-141.816	
5.300	73.043	-128.548	
5.334	40.230	-103.303	
5.367	15.470	-71.117	
5.400	2.769	-31.021	
5.434	0.082	11.000	
5.467	10.395	52.924	
5.500	33.656	87.751	
5.534	64.864	115.519	
5.567	102.990	132.235	
5.600	143.033	137.936	
5.634	181.987	131.646	
5.667	217.867	115.377	
5.700	246.680	90.162	
5.734	267.433	57.006	
5.767	280.164	20.910	
5.800	280.880	-17.096	
5.834	272.604	-54.035	
5.867	253.351	-87.893	
5.900	225.143	-115.683	
5.934	188.987	-136.414	
5.967	148.929	-144.115	
6.000	104.952	-140.787	
6.034	65.080	-123.489	
6.067	32.305	-93.243	
6.100	9.597	-54.073	
6.134	-0.074	-9.999	
6.167	4.254	33.969	
6.200	23.559	74.826	
6.234	51.790	105.616	
6.267	86.953	127.355	
6.300	127.026	137.056	
6.334	166.018	135.765	
6.367	201.927	123.497	
6.400	231.785	104.273	
6.434	256.582	77.087	
6.467	273.351	45.961	
6.500	281.097	11.903	
6.534	279.843	-22.088	
6.567	272.589	-56.035	
6.600	255.373	-84.908	
6.634	233.180	-110.743	
6.667	204.047	-128.526	
6.700	171.950	-141.287	
6.734	137.922	-145.033	
6.767	103.960	-139.779	
6.800	72.058	-126.541	
6.834	43.208	-106.325	
6.867	21.410	-79.161	
6.900	6.642	-48.050	
