Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	256.582	77.087	
0.034	258.560	74.073	
0.067	260.530	70.058	
0.100	262.508	67.043	
0.134	264.485	64.028	
0.167	266.455	60.013	
0.200	268.418	54.998	
0.234	270.388	50.984	
0.267	272.358	46.969	
0.300	274.313	40.954	
0.334	276.276	35.939	
0.367	278.231	29.925	
0.400	279.186	23.917	
0.434	280.134	16.910	
0.467	281.082	9.903	
0.500	282.037	3.895	
0.534	281.985	-3.104	
0.567	281.925	-11.104	
0.600	280.873	-18.096	
0.634	279.813	-26.088	
0.667	277.761	-33.073	
0.700	275.701	-41.058	
0.734	273.634	-50.043	
0.767	271.575	-58.028	
0.800	267.515	-65.998	
0.834	263.455	-73.968	
0.867	257.396	-81.923	
0.900	252.336	-89.885	
0.934	246.284	-96.840	
0.967	239.232	-103.788	
1.000	232.173	-111.735	
1.034	223.128	-117.668	
1.067	214.084	-123.601	
1.100	204.039	-129.526	
1.134	194.010	-133.451	
1.167	182.980	-137.369	
1.200	171.950	-141.287	
1.234	159.936	-143.197	
1.267	146.921	-145.100	
1.300	133.922	-145.003	
1.334	121.937	-142.913	
1.367	107.952	-140.809	
1.400	95.975	-137.720	
1.434	82.013	-132.615	
1.467	70.058	-126.526	
1.500	58.125	-117.437	
1.534	46.185	-109.347	
1.567	36.268	-98.273	
1.600	26.357	-86.199	
1.634	17.447	-74.132	
1.667	10.559	-59.080	
1.700	4.672	-44.036	
1.734	1.791	-28.014	
1.767	-0.089	-11.999	
1.800	-0.955	6.007	
1.834	1.164	21.992	
1.867	5.298	39.962	
1.900	12.418	55.909	
1.934	20.537	71.849	
1.967	31.648	86.766	
2.000	43.745	99.676	
2.034	58.827	110.564	
2.067	73.901	120.452	
2.100	90.960	128.325	
2.134	109.004	134.190	
2.167	127.026	137.056	
2.200	146.026	136.914	
2.234	165.018	135.772	
2.267	182.987	131.638	
2.300	199.935	124.511	
2.334	216.867	115.385	
2.367	232.777	103.266	
2.400	246.672	89.162	
2.434	258.560	74.073	
2.467	267.433	57.006	
2.500	275.298	38.947	
2.534	280.156	19.910	
2.567	282.000	-1.104	
2.600	280.850	-21.096	
2.634	275.701	-41.058	
2.667	269.552	-61.013	
2.700	260.418	-78.945	
2.734	247.284	-96.848	
2.767	232.173	-111.735	
2.800	213.076	-124.593	
2.834	193.002	-134.444	
2.867	171.950	-141.287	
2.900	148.921	-145.115	
2.934	125.922	-144.943	
2.967	102.960	-139.772	
3.000	80.020	-131.600	
3.034	59.118	-118.444	
3.067	39.238	-102.295	
3.100	24.380	-83.184	
3.134	11.544	-61.087	
3.167	2.724	-37.021	
3.200	-0.074	-9.999	
3.234	0.127	17.000	
3.267	7.313	41.947	
3.300	17.500	66.871	
3.334	32.663	88.759	
3.367	52.804	107.609	
3.400	75.916	122.437	
3.434	99.990	132.258	
3.467	127.026	137.056	
3.500	154.026	136.854	
3.534	179.995	132.660	
3.567	203.920	122.482	
3.600	226.815	108.310	
3.634	246.680	90.162	
3.667	261.515	68.050	
3.700	273.336	43.961	
3.734	280.156	19.910	
3.767	281.947	-8.104	
3.800	277.753	-34.073	
3.834	269.552	-61.013	
3.867	255.373	-84.908	
3.900	237.217	-105.773	
3.934	214.084	-123.601	
3.967	187.987	-136.406	
4.000	159.936	-143.197	
4.034	129.922	-144.973	
4.067	98.967	-138.742	
4.100	70.058	-126.526	
4.134	44.200	-107.332	
4.167	23.387	-82.176	
4.200	8.612	-52.065	
4.234	-0.141	-18.999	
4.267	0.112	15.000	
4.300	9.358	47.932	
4.334	25.581	77.811	
4.367	48.775	103.639	
4.400	76.916	122.429	
4.434	109.004	134.190	
4.467	142.033	137.944	
4.500	174.003	133.705	
4.534	205.920	122.467	
4.567	231.785	104.273	
4.600	254.605	80.102	
4.634	269.403	52.991	
4.667	279.179	22.917	
4.700	281.932	-10.104	
4.734	275.694	-42.058	
4.767	264.470	-71.975	
4.800	244.262	-99.825	
4.834	219.106	-120.638	
4.867	187.987	-136.406	
4.900	152.929	-144.145	
4.934	116.937	-142.876	
4.967	83.013	-132.623	
5.000	50.163	-112.377	
5.034	23.372	-84.176	
5.067	6.634	-49.050	
5.100	-0.067	-8.999	
5.134	3.231	30.977	
5.167	19.514	68.856	
5.200	44.745	99.669	
5.234	76.916	122.429	
5.267	114.012	135.153	
5.300	153.026	136.862	
5.334	188.972	129.593	
5.367	221.837	111.348	
5.400	249.650	86.139	
5.434	269.418	54.991	
5.467	280.149	18.910	
5.500	280.880	-17.096	
5.534	272.612	-53.035	
5.567	255.366	-85.908	
5.600	228.158	-113.705	
5.634	195.002	-134.458	
5.667	155.936	-143.167	
5.700	114.937	-142.861	
5.734	75.043	-128.563	
5.767	40.223	-104.303	
5.800	14.492	-68.110	
5.834	0.806	-26.006	
5.867	0.127	17.000	
5.900	12.425	56.909	
5.934	35.686	91.736	
5.967	66.879	117.504	
6.000	102.990	132.235	
6.034	141.033	137.951	
6.067	177.995	132.675	
6.100	210.897	119.430	
6.134	238.740	98.221	
6.167	260.538	71.058	
6.200	275.313	40.947	
6.234	281.067	7.903	
6.267	279.821	-25.088	
6.300	271.589	-56.028	
6.334	256.381	-83.915	
6.367	235.195	-108.758	
6.400	208.061	-126.556	
6.434	177.965	-139.331	
6.467	145.921	-145.092	
6.500	112.937	-142.846	
6.534	82.013	-132.615	
6.567	54.148	-114.407	
6.600	31.313	-92.236	
6.634	13.522	-64.102	
6.667	2.746	-34.021	
6.700	-0.014	-1.999	
6.734	3.216	28.977	
6.767	13.432	57.901	
6.800	29.626	83.781	
6.834	49.790	105.631	
6.867	73.908	121.452	
6.900	99.990	132.258	
6.934	127.026	137.056	
6.967	154.026	136.854	
7.000	178.995	132.668	
7.034	202.927	123.489	
7.067	223.837	111.333	
7.100	242.710	94.191	
7.134	257.567	75.080	
7.167	269.410	53.991	
7.200	276.254	32.939	
7.234	281.082	9.903	
7.267	281.918	-12.104	
7.300	277.753	-34.073	
7.334	271.589	-56.028	
7.367	262.448	-74.960	
7.400	249.314	-92.863	
7.434	235.195	-108.758	
