Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	196.039	-129.466	
0.034	193.032	-130.444	
0.067	189.025	-131.414	
0.100	187.010	-133.399	
0.134	183.002	-134.369	
0.167	178.995	-135.339	
0.200	172.980	-137.294	
0.234	168.973	-138.264	
0.267	162.966	-139.220	
0.300	156.958	-140.175	
0.334	150.951	-141.130	
0.367	144.951	-141.085	
0.400	137.951	-141.033	
0.434	130.952	-140.981	
0.467	122.967	-138.921	
0.500	114.967	-138.861	
0.534	106.982	-136.802	
0.567	98.997	-134.742	
0.600	91.012	-132.682	
0.634	83.042	-128.623	
0.667	74.073	-124.556	
0.700	65.103	-120.489	
0.734	57.155	-113.429	
0.767	48.200	-107.362	
0.800	40.253	-100.303	
0.834	33.313	-92.251	
0.867	25.380	-83.191	
0.900	18.455	-73.139	
0.934	13.544	-61.102	
0.967	7.619	-51.058	
1.000	3.716	-38.028	
1.034	1.813	-25.014	
1.067	-0.082	-10.999	
1.100	-1.977	3.015	
1.134	-0.873	17.007	
1.167	2.231	30.984	
1.200	6.336	44.954	
1.234	11.440	58.916	
1.267	18.544	72.864	
1.300	26.634	84.804	
1.334	36.730	97.729	
1.367	48.812	108.639	
1.400	61.886	118.541	
1.434	75.946	126.437	
1.467	90.997	133.325	
1.500	107.034	138.205	
1.534	124.056	141.078	
1.567	142.056	140.944	
1.600	160.055	140.810	
1.634	178.025	136.675	
1.667	193.980	130.556	
1.700	209.920	122.437	
1.734	225.844	112.318	
1.767	239.755	100.214	
1.800	252.650	86.117	
1.834	262.530	70.043	
1.867	270.403	52.984	
1.900	276.268	34.939	
1.934	280.127	15.910	
1.967	280.977	-4.096	
2.000	278.828	-24.081	
2.034	273.686	-43.043	
2.067	265.537	-62.983	
2.100	255.403	-80.908	
2.134	241.284	-96.803	
2.167	224.173	-111.675	
2.200	206.084	-123.541	
2.234	186.010	-133.391	
2.267	162.966	-139.220	
2.300	139.951	-141.048	
2.334	115.967	-138.869	
2.367	92.012	-132.690	
2.400	70.088	-122.526	
2.434	49.200	-107.370	
2.467	31.327	-90.236	
2.500	16.492	-68.124	
2.534	5.679	-43.043	
2.567	-0.126	-16.999	
2.600	-0.925	10.007	
2.634	3.276	36.977	
2.667	13.477	63.901	
2.700	28.656	87.789	
2.734	47.805	107.646	
2.767	70.931	124.474	
2.800	97.012	135.280	
2.834	125.056	141.071	
2.867	153.055	140.862	
2.900	181.010	134.653	
2.934	206.935	124.459	
2.967	230.822	109.281	
3.000	249.672	89.139	
3.034	265.493	65.021	
3.067	276.298	38.939	
3.100	281.082	9.903	
3.134	279.865	-19.089	
3.167	271.657	-47.028	
3.200	260.448	-74.945	
3.234	241.277	-97.803	
3.267	217.128	-117.623	
3.300	189.025	-131.414	
3.334	158.966	-139.190	
3.367	124.959	-139.936	
3.400	93.012	-132.697	
3.434	62.125	-117.466	
3.467	35.298	-94.266	
3.500	14.515	-65.110	
3.534	1.769	-31.014	
3.567	-0.955	6.007	
3.600	5.328	43.961	
3.634	20.574	76.849	
3.667	45.790	105.661	
3.700	75.946	126.437	
3.734	111.042	139.175	
3.767	148.063	141.899	
3.800	183.010	134.638	
3.834	214.904	120.400	
3.867	241.732	97.199	
3.900	263.523	69.035	
3.934	276.276	35.939	
3.967	281.022	1.903	
4.000	276.761	-33.066	
4.034	263.500	-67.968	
4.067	242.284	-96.810	
4.100	213.113	-119.593	
4.134	177.995	-135.332	
4.167	138.959	-140.040	
4.200	99.997	-134.749	
4.234	62.125	-117.466	
4.267	30.335	-89.228	
4.300	8.619	-51.065	
